age,gender,education,income,experience,home_ownership,loan_amount,loan_intent,loan_int_rate,loan_percent_income,credit_score,pending_loan,loan_status
26,male,Associate,155608,1,MORTGAGE,33800,EDUCATION,11.05,0.22,698,No,0
31,male,Master,72573,8,RENT,15000,MEDICAL,14.22,0.21,626,No,0
28,male,Bachelor,67064,7,RENT,12000,HOMEIMPROVEMENT,10.59,0.18,642,No,0
43,male,Associate,117911,24,MORTGAGE,24000,VENTURE,10.99,0.2,726,No,0
23,female,Associate,51527,0,RENT,10513,DEBTCONSOLIDATION,14.46,0.2,531,Yes,0
30,female,Associate,96728,7,MORTGAGE,20000,EDUCATION,8.58,0.21,547,Yes,0
23,male,High School,94750,0,MORTGAGE,15000,PERSONAL,11.69,0.16,558,No,0
23,male,High School,73126,0,MORTGAGE,20000,EDUCATION,7.85,0.27,418,Yes,0
31,female,Associate,110321,7,MORTGAGE,15000,MEDICAL,9.87,0.14,650,No,0
28,male,Master,71773,6,MORTGAGE,14017,VENTURE,10.39,0.2,583,Yes,0
22,female,Master,72934,0,MORTGAGE,10000,MEDICAL,11.12,0.14,715,No,0
29,male,Bachelor,360724,4,MORTGAGE,24109,EDUCATION,15.72,0.07,644,No,0
24,male,Master,97134,1,MORTGAGE,35000,PERSONAL,11.01,0.36,701,No,0
25,male,High School,59807,3,MORTGAGE,24619,HOMEIMPROVEMENT,12.87,0.41,673,No,0
23,male,Associate,93257,0,RENT,13764,EDUCATION,11.04,0.15,623,Yes,0
22,male,Associate,57061,0,RENT,12000,MEDICAL,13.32,0.21,600,Yes,0
22,female,High School,109820,1,MORTGAGE,20000,HOMEIMPROVEMENT,10.46,0.18,615,Yes,0
25,female,Bachelor,78750,2,MORTGAGE,15000,VENTURE,10.85,0.19,595,No,0
44,female,Associate,58560,20,MORTGAGE,17500,PERSONAL,12.18,0.3,689,Yes,0
24,female,Bachelor,96803,1,RENT,12000,EDUCATION,12.46,0.12,629,Yes,0
24,male,Associate,96849,0,RENT,10000,EDUCATION,12.43,0.1,596,Yes,0
25,female,Bachelor,241222,0,MORTGAGE,15141,EDUCATION,10.98,0.06,564,Yes,0
23,male,High School,45574,2,RENT,10000,DEBTCONSOLIDATION,9.79,0.22,676,Yes,0
22,male,Master,114507,0,MORTGAGE,20000,EDUCATION,11.16,0.17,727,No,0
26,male,Associate,122142,1,MORTGAGE,16493,DEBTCONSOLIDATION,9.77,0.14,567,No,0
25,female,Bachelor,145000,2,MORTGAGE,20569,HOMEIMPROVEMENT,14.06,0.14,671,Yes,0
34,female,Associate,79622,14,MORTGAGE,19000,MEDICAL,11.8,0.24,673,Yes,0
23,male,Bachelor,169335,1,MORTGAGE,10000,DEBTCONSOLIDATION,11.04,0.06,584,Yes,0
22,male,Associate,43979,1,MORTGAGE,12335,MEDICAL,10.64,0.28,682,No,0
37,male,High School,111511,14,RENT,20000,PERSONAL,14.55,0.18,674,Yes,0
33,male,Associate,156700,9,MORTGAGE,13000,PERSONAL,12.17,0.08,599,Yes,0
32,male,High School,82210,11,RENT,20000,HOMEIMPROVEMENT,11.49,0.24,670,Yes,0
32,male,Associate,132712,10,MORTGAGE,10800,VENTURE,10.1,0.08,608,No,0
25,male,Bachelor,100540,3,MORTGAGE,10000,EDUCATION,8.09,0.1,675,Yes,0
35,female,Bachelor,210784,16,MORTGAGE,15000,HOMEIMPROVEMENT,9.38,0.07,695,Yes,0
23,female,Master,99230,1,MORTGAGE,10993,EDUCATION,10.96,0.11,683,No,0
32,male,Master,89622,6,RENT,12000,VENTURE,12.42,0.13,590,Yes,0
29,male,Associate,109014,6,RENT,11962,PERSONAL,8.21,0.11,601,No,0
26,female,Bachelor,59034,3,MORTGAGE,13000,HOMEIMPROVEMENT,10.84,0.22,675,Yes,0
24,female,Bachelor,122182,2,MORTGAGE,30000,MEDICAL,17.73,0.25,613,Yes,0
34,male,Associate,68259,11,MORTGAGE,15975,EDUCATION,6.56,0.23,679,Yes,0
29,male,High School,72690,10,OWN,16000,PERSONAL,12.73,0.22,571,Yes,0
24,female,High School,63154,3,OWN,13000,EDUCATION,12.01,0.21,589,Yes,0
41,male,Associate,97233,20,MORTGAGE,10000,HOMEIMPROVEMENT,11.01,0.1,576,Yes,0
27,female,High School,123414,4,MORTGAGE,10056,VENTURE,10.14,0.08,574,No,0
27,male,Associate,57951,7,RENT,10000,VENTURE,10.69,0.17,582,Yes,0
25,female,High School,121286,6,MORTGAGE,25000,VENTURE,11.14,0.21,612,Yes,0
23,female,Master,64697,1,MORTGAGE,17837,EDUCATION,13.56,0.28,692,No,0
35,male,High School,87187,15,MORTGAGE,10757,DEBTCONSOLIDATION,7.45,0.12,539,No,0
30,female,High School,97103,7,MORTGAGE,14446,HOMEIMPROVEMENT,12.04,0.15,652,Yes,0
26,male,Bachelor,50946,4,RENT,10466,DEBTCONSOLIDATION,9.4,0.21,583,Yes,0
26,female,Associate,54767,1,MORTGAGE,15180,PERSONAL,14.21,0.28,641,Yes,0
34,female,Bachelor,192903,9,OWN,23722,PERSONAL,11.83,0.12,676,Yes,0
29,female,Associate,35160,6,OWN,12164,VENTURE,10.45,0.35,649,Yes,0
22,male,Associate,169439,0,MORTGAGE,18000,HOMEIMPROVEMENT,7.9,0.11,621,Yes,0
30,male,Bachelor,79012,10,RENT,10000,EDUCATION,13.9,0.13,618,Yes,0
25,female,Bachelor,102982,4,RENT,12000,VENTURE,13.58,0.12,519,Yes,0
31,male,Doctorate,49357,9,MORTGAGE,14000,VENTURE,9.57,0.28,666,Yes,0
27,female,Associate,252439,3,MORTGAGE,15000,VENTURE,13.85,0.06,620,Yes,0
32,female,High School,91585,10,RENT,15000,MEDICAL,11.58,0.16,540,Yes,0
23,female,Master,45457,0,RENT,10000,DEBTCONSOLIDATION,11.01,0.22,708,Yes,0
29,male,High School,174944,5,MORTGAGE,25000,EDUCATION,10.35,0.14,556,Yes,0
24,female,Associate,109075,0,RENT,10000,DEBTCONSOLIDATION,7.51,0.09,623,Yes,0
23,female,High School,108928,1,MORTGAGE,20000,PERSONAL,11.01,0.18,643,Yes,0
26,male,Master,36974,2,MORTGAGE,15000,HOMEIMPROVEMENT,11.16,0.41,594,Yes,0
24,male,Bachelor,193091,0,MORTGAGE,12000,DEBTCONSOLIDATION,5.65,0.06,617,Yes,0
32,female,Master,120977,13,MORTGAGE,12000,DEBTCONSOLIDATION,13.33,0.1,693,Yes,0
31,female,Bachelor,69096,10,MORTGAGE,12000,MEDICAL,10.22,0.17,560,Yes,0
22,male,Associate,73356,0,MORTGAGE,18000,EDUCATION,9.88,0.25,659,Yes,0
30,male,Associate,98496,7,RENT,18000,DEBTCONSOLIDATION,10.99,0.18,667,Yes,0
36,male,High School,68538,15,MORTGAGE,13000,VENTURE,9.49,0.19,697,Yes,0
25,male,Bachelor,51044,1,RENT,10000,EDUCATION,13.41,0.2,546,Yes,0
24,male,Bachelor,62160,1,RENT,15000,DEBTCONSOLIDATION,11.12,0.24,673,No,0
26,male,Associate,76635,2,RENT,12584,HOMEIMPROVEMENT,9.59,0.16,621,Yes,0
32,male,Bachelor,111167,10,MORTGAGE,12000,MEDICAL,6.82,0.11,611,Yes,0
30,female,High School,43211,5,OWN,10000,EDUCATION,6.04,0.23,645,Yes,0
33,male,Master,427380,11,MORTGAGE,12780,VENTURE,17.61,0.03,675,Yes,0
23,female,Associate,102753,3,MORTGAGE,10000,DEBTCONSOLIDATION,6.41,0.1,586,Yes,0
22,female,High School,105222,0,MORTGAGE,10000,EDUCATION,10.18,0.1,687,No,0
25,female,Associate,98100,4,MORTGAGE,10000,PERSONAL,13.86,0.1,588,Yes,0
25,male,High School,198957,4,MORTGAGE,20000,EDUCATION,11.04,0.1,668,No,0
26,male,Master,132859,4,MORTGAGE,16000,VENTURE,9.79,0.12,477,Yes,0
26,male,High School,162809,1,RENT,24000,DEBTCONSOLIDATION,14.46,0.15,646,No,0
23,female,High School,101987,2,MORTGAGE,25000,VENTURE,10.48,0.25,559,No,0
25,male,Associate,105315,2,MORTGAGE,10000,EDUCATION,10.35,0.09,665,No,0
24,male,Bachelor,62256,1,RENT,14501,MEDICAL,8.11,0.23,586,Yes,0
26,male,Bachelor,139238,1,MORTGAGE,19607,EDUCATION,13.29,0.14,607,No,0
33,female,Master,72923,11,OWN,16000,PERSONAL,12.15,0.22,587,Yes,0
24,female,Associate,87857,1,RENT,16888,MEDICAL,6.98,0.19,614,Yes,0
26,female,Associate,90917,5,MORTGAGE,12000,HOMEIMPROVEMENT,6.96,0.13,663,Yes,0
23,female,High School,73117,2,MORTGAGE,11500,PERSONAL,8.65,0.16,563,Yes,0
22,male,Master,46618,0,RENT,10000,PERSONAL,13.49,0.21,672,No,0
26,male,High School,126799,4,MORTGAGE,25000,EDUCATION,11.57,0.2,653,Yes,0
26,male,Associate,97016,5,MORTGAGE,13000,DEBTCONSOLIDATION,7.61,0.13,695,Yes,0
26,female,Associate,181338,0,MORTGAGE,25000,EDUCATION,10.09,0.14,614,No,0
30,female,Master,68887,6,MORTGAGE,20000,PERSONAL,12.31,0.29,581,Yes,0
26,female,Bachelor,136403,1,MORTGAGE,15537,HOMEIMPROVEMENT,10.58,0.11,621,Yes,0
27,female,Master,120816,4,MORTGAGE,12000,HOMEIMPROVEMENT,10.45,0.1,722,No,0
22,male,Associate,83733,0,MORTGAGE,15000,EDUCATION,8.49,0.18,561,Yes,0
34,female,Master,60360,10,RENT,12000,VENTURE,12.9,0.2,634,Yes,0
30,female,Associate,88565,6,MORTGAGE,15000,EDUCATION,11.38,0.17,666,Yes,0
23,male,Master,52873,2,MORTGAGE,10000,EDUCATION,11.19,0.19,504,Yes,0
36,male,High School,145067,13,MORTGAGE,25000,HOMEIMPROVEMENT,11.06,0.17,697,No,0
29,male,Associate,56165,3,RENT,12000,EDUCATION,11.01,0.21,580,Yes,0
25,male,Bachelor,87567,3,RENT,10000,PERSONAL,10.37,0.11,637,Yes,0
26,male,Bachelor,52995,3,MORTGAGE,15912,VENTURE,9.94,0.3,645,Yes,0
26,male,Associate,87751,3,MORTGAGE,11238,EDUCATION,9.93,0.13,610,Yes,0
24,female,High School,64658,1,RENT,10000,DEBTCONSOLIDATION,7.95,0.15,652,No,0
24,female,Master,106097,2,RENT,20000,DEBTCONSOLIDATION,13.25,0.19,585,Yes,0
30,female,Bachelor,54980,7,MORTGAGE,10072,EDUCATION,13.21,0.18,695,Yes,0
28,female,Bachelor,101722,2,OWN,25000,VENTURE,7.94,0.25,596,Yes,0
32,male,Master,90795,13,MORTGAGE,12000,HOMEIMPROVEMENT,11.53,0.13,479,Yes,0
36,female,Bachelor,85317,16,MORTGAGE,30000,HOMEIMPROVEMENT,10.14,0.35,706,Yes,0
28,male,High School,163061,7,MORTGAGE,21433,VENTURE,12.11,0.13,540,Yes,0
42,male,High School,135412,18,MORTGAGE,25000,PERSONAL,12.76,0.18,648,No,0
23,female,Associate,87175,0,RENT,12000,MEDICAL,14.84,0.14,628,Yes,0
28,male,Associate,67984,6,MORTGAGE,20000,EDUCATION,10.17,0.29,641,No,0
27,female,Master,131687,8,MORTGAGE,27692,PERSONAL,10.47,0.21,565,No,0
29,male,Bachelor,114830,6,RENT,14000,VENTURE,13.27,0.12,501,Yes,0
25,female,High School,97146,2,RENT,20000,VENTURE,14.07,0.21,639,No,0
23,male,High School,139361,0,MORTGAGE,10170,MEDICAL,11.45,0.07,506,Yes,0
24,male,Master,54780,2,MORTGAGE,16750,EDUCATION,12.73,0.31,681,Yes,0
25,female,Associate,34332,2,OWN,14125,VENTURE,6.99,0.41,658,Yes,0
26,female,Master,51195,0,RENT,11253,DEBTCONSOLIDATION,13.24,0.22,618,Yes,0
21,female,Bachelor,79187,0,MORTGAGE,10000,EDUCATION,6.03,0.13,642,No,0
24,male,High School,144866,1,RENT,23684,VENTURE,13.29,0.16,577,Yes,0
37,male,Bachelor,54985,13,RENT,12369,MEDICAL,8.35,0.22,705,No,0
30,male,Master,51142,11,RENT,12000,MEDICAL,11.69,0.23,677,Yes,0
28,male,Bachelor,270918,6,MORTGAGE,26319,VENTURE,13.51,0.1,672,Yes,0
28,female,High School,139299,7,MORTGAGE,18000,DEBTCONSOLIDATION,10.87,0.13,461,Yes,0
34,male,Associate,80406,9,RENT,13836,VENTURE,10.95,0.17,500,Yes,0
25,female,High School,47548,1,OWN,12000,VENTURE,10.38,0.25,642,Yes,0
26,male,Bachelor,101791,2,RENT,12000,PERSONAL,10.81,0.12,672,Yes,0
27,female,Bachelor,69373,5,RENT,12000,EDUCATION,12.74,0.17,620,Yes,0
30,male,Master,50744,8,MORTGAGE,14935,VENTURE,10.11,0.29,642,Yes,0
25,male,Associate,110034,1,MORTGAGE,13939,DEBTCONSOLIDATION,12.43,0.13,605,No,0
25,male,Master,99470,0,MORTGAGE,20000,MEDICAL,12.79,0.2,644,No,0
32,male,Bachelor,150920,11,MORTGAGE,12381,PERSONAL,10.87,0.08,680,Yes,0
25,female,Bachelor,87232,0,MORTGAGE,16965,MEDICAL,7.5,0.19,638,No,0
23,female,Associate,64404,0,RENT,10000,MEDICAL,10.21,0.16,633,No,0
27,female,High School,38503,5,MORTGAGE,12000,MEDICAL,11.47,0.31,621,Yes,0
34,male,Bachelor,80166,14,RENT,11200,HOMEIMPROVEMENT,8.3,0.14,611,No,0
23,female,Bachelor,54596,1,MORTGAGE,15000,VENTURE,12.26,0.27,714,Yes,0
28,female,Associate,87345,8,MORTGAGE,12000,PERSONAL,8.12,0.14,715,No,0
25,female,Associate,144853,0,MORTGAGE,10000,MEDICAL,6.65,0.07,578,Yes,0
24,male,Bachelor,73189,4,MORTGAGE,10000,EDUCATION,5.8,0.14,680,No,0
29,male,Associate,91322,9,MORTGAGE,12000,HOMEIMPROVEMENT,8.09,0.13,606,Yes,0
25,male,Master,103093,1,RENT,15000,VENTURE,8.19,0.15,652,Yes,0
27,male,High School,157245,6,MORTGAGE,15000,HOMEIMPROVEMENT,6.22,0.1,621,No,0
24,male,High School,70789,0,MORTGAGE,11020,PERSONAL,12.7,0.16,637,No,0
23,male,Associate,85055,3,RENT,12000,MEDICAL,12.42,0.14,543,Yes,0
25,female,Associate,120983,0,MORTGAGE,24000,MEDICAL,11.02,0.2,679,No,0
29,female,Bachelor,76461,5,RENT,18000,EDUCATION,10.76,0.24,709,Yes,0
37,female,High School,61039,15,MORTGAGE,10469,MEDICAL,7.87,0.17,575,No,0
27,female,Associate,56278,2,RENT,12000,MEDICAL,8.13,0.21,609,Yes,0
28,male,Bachelor,103081,8,MORTGAGE,20000,MEDICAL,10.54,0.19,638,No,0
33,male,Master,112289,8,RENT,13038,DEBTCONSOLIDATION,7.53,0.12,642,Yes,0
25,female,High School,63172,0,RENT,10000,HOMEIMPROVEMENT,11.75,0.16,627,No,0
30,male,Associate,241144,3,RENT,15000,HOMEIMPROVEMENT,10.63,0.06,668,Yes,0
25,female,High School,39534,3,MORTGAGE,12500,VENTURE,8.43,0.32,668,No,0
27,female,Associate,111229,5,MORTGAGE,12000,VENTURE,11.43,0.11,639,Yes,0
44,male,Associate,115072,20,MORTGAGE,21252,HOMEIMPROVEMENT,10.42,0.18,639,Yes,0
33,male,Bachelor,61231,10,RENT,12000,PERSONAL,12.48,0.2,696,Yes,0
28,male,Bachelor,42315,4,MORTGAGE,10000,MEDICAL,10.15,0.24,654,No,0
37,male,Master,60817,17,RENT,15000,HOMEIMPROVEMENT,9.22,0.25,582,Yes,0
23,male,Bachelor,69330,0,MORTGAGE,20000,EDUCATION,11.99,0.29,439,Yes,0
49,male,Bachelor,82057,24,RENT,15000,EDUCATION,12.92,0.18,726,Yes,0
28,female,High School,84875,7,RENT,15000,PERSONAL,13.39,0.18,676,Yes,0
27,male,Associate,67355,6,RENT,13727,MEDICAL,11.3,0.2,569,Yes,0
27,male,Master,103122,4,RENT,10000,HOMEIMPROVEMENT,10.87,0.1,582,Yes,0
25,male,Bachelor,94898,2,MORTGAGE,10000,VENTURE,6.16,0.11,648,Yes,0
25,male,High School,117508,3,MORTGAGE,14931,MEDICAL,10.68,0.13,558,No,0
39,female,Bachelor,127393,15,MORTGAGE,15000,HOMEIMPROVEMENT,7.12,0.12,687,No,0
32,male,Associate,54877,9,RENT,12000,MEDICAL,8.22,0.22,561,Yes,0
22,male,Associate,87383,0,OWN,15000,PERSONAL,10.08,0.17,682,Yes,0
27,female,Master,75709,2,MORTGAGE,13000,VENTURE,8.2,0.17,634,No,0
38,female,Bachelor,44222,16,MORTGAGE,12000,VENTURE,15.21,0.27,643,No,0
23,female,High School,109046,0,MORTGAGE,12000,EDUCATION,12.44,0.11,586,Yes,0
29,female,Associate,87593,6,MORTGAGE,15979,PERSONAL,15.33,0.18,617,Yes,0
27,female,Bachelor,156732,7,MORTGAGE,10000,PERSONAL,7.18,0.06,714,Yes,0
27,male,Bachelor,70925,3,RENT,12991,DEBTCONSOLIDATION,11.48,0.18,592,No,0
22,female,High School,78841,1,RENT,16000,PERSONAL,10.17,0.2,647,No,0
23,female,Bachelor,115876,4,MORTGAGE,12000,VENTURE,7.77,0.1,575,Yes,0
32,male,High School,96855,9,MORTGAGE,15000,HOMEIMPROVEMENT,15.18,0.15,579,Yes,0
23,male,Bachelor,72786,0,MORTGAGE,17500,DEBTCONSOLIDATION,7.71,0.24,674,Yes,0
29,female,Master,57073,4,OWN,14000,VENTURE,10.64,0.25,684,Yes,0
30,male,Bachelor,103288,10,MORTGAGE,10400,DEBTCONSOLIDATION,8.49,0.1,692,Yes,0
31,male,Associate,109085,10,MORTGAGE,18000,MEDICAL,12.41,0.17,517,Yes,0
24,female,Bachelor,72887,1,RENT,15000,PERSONAL,15.71,0.21,657,No,0
27,male,High School,75530,2,RENT,12000,PERSONAL,15.79,0.16,565,Yes,0
27,male,Bachelor,63488,2,MORTGAGE,12000,HOMEIMPROVEMENT,15.2,0.19,675,No,0
30,female,Associate,95971,9,MORTGAGE,14968,VENTURE,11.04,0.16,606,No,0
35,male,Master,85030,13,RENT,20165,PERSONAL,10.75,0.24,703,Yes,0
33,female,Master,60886,12,RENT,12000,VENTURE,6.27,0.2,657,Yes,0
29,female,High School,87037,5,MORTGAGE,15945,PERSONAL,13.58,0.18,660,No,0
26,female,Doctorate,65097,7,MORTGAGE,10687,DEBTCONSOLIDATION,6.27,0.16,649,Yes,0
25,female,Bachelor,80044,3,RENT,17804,EDUCATION,12.7,0.22,617,No,0
23,male,High School,102088,0,MORTGAGE,10000,DEBTCONSOLIDATION,7.63,0.1,550,Yes,0
29,female,Associate,111337,5,MORTGAGE,32401,EDUCATION,8.98,0.29,629,Yes,0
25,female,Associate,50015,0,RENT,12120,DEBTCONSOLIDATION,11.22,0.24,665,Yes,0
47,female,Master,108919,22,RENT,12000,PERSONAL,10.28,0.11,700,No,0
26,male,Associate,105198,5,MORTGAGE,25000,DEBTCONSOLIDATION,13.12,0.24,634,No,0
25,male,Bachelor,66845,3,OWN,24200,DEBTCONSOLIDATION,8.49,0.36,661,Yes,0
22,male,High School,99773,0,MORTGAGE,14265,MEDICAL,9.04,0.14,645,No,0
43,female,Associate,169350,22,MORTGAGE,21335,MEDICAL,11.75,0.13,647,No,0
24,male,Bachelor,62445,4,MORTGAGE,10361,DEBTCONSOLIDATION,11.09,0.17,697,Yes,0
25,male,High School,72748,3,MORTGAGE,10000,DEBTCONSOLIDATION,10.84,0.14,604,No,0
31,female,Doctorate,132843,9,MORTGAGE,12000,PERSONAL,13.59,0.09,580,Yes,0
36,male,Bachelor,97073,13,MORTGAGE,20000,EDUCATION,11.57,0.21,683,Yes,0
24,male,High School,90899,1,RENT,12000,PERSONAL,12.23,0.13,586,Yes,0
25,female,High School,112653,0,RENT,10000,EDUCATION,9.12,0.09,647,Yes,0
25,male,High School,120973,3,MORTGAGE,12000,VENTURE,11.39,0.1,645,Yes,0
47,female,High School,90829,22,RENT,14313,DEBTCONSOLIDATION,8,0.16,635,Yes,0
34,female,Associate,65654,11,MORTGAGE,10000,VENTURE,10.31,0.15,669,No,0
24,male,Associate,169386,0,MORTGAGE,12000,PERSONAL,11.58,0.07,671,No,0
25,male,Bachelor,121153,2,MORTGAGE,25000,VENTURE,12.05,0.21,581,Yes,0
33,male,Associate,91296,13,RENT,14000,EDUCATION,8.35,0.15,627,Yes,0
32,male,Bachelor,60747,10,MORTGAGE,16000,VENTURE,9.06,0.26,701,Yes,0
24,male,Bachelor,120924,2,MORTGAGE,10000,EDUCATION,12.87,0.08,643,Yes,0
28,male,High School,85411,6,MORTGAGE,15000,DEBTCONSOLIDATION,10.16,0.18,648,Yes,0
25,male,Bachelor,108606,1,MORTGAGE,15000,MEDICAL,12.46,0.14,614,Yes,0
22,male,High School,57166,0,RENT,12000,MEDICAL,13,0.21,625,No,0
26,male,High School,115018,4,RENT,14339,VENTURE,12.74,0.12,634,No,0
25,male,Bachelor,44083,0,OWN,14449,EDUCATION,10.8,0.33,655,No,0
25,male,High School,72757,4,RENT,12500,EDUCATION,11.53,0.17,616,Yes,0
28,male,Associate,270644,2,MORTGAGE,15944,EDUCATION,13.03,0.06,596,Yes,0
23,female,Associate,97176,1,MORTGAGE,15000,EDUCATION,12.56,0.15,534,Yes,0
24,male,Bachelor,91054,1,MORTGAGE,14972,EDUCATION,9.94,0.16,678,No,0
22,male,Bachelor,83301,0,RENT,12000,VENTURE,10.08,0.14,626,Yes,0
39,female,High School,98160,14,MORTGAGE,24000,VENTURE,8.68,0.24,673,Yes,0
28,male,Associate,61019,2,OWN,12000,VENTURE,7.71,0.2,663,No,0
26,male,High School,91096,5,RENT,18976,VENTURE,9.46,0.21,664,Yes,0
28,female,Associate,108883,5,RENT,10000,VENTURE,8.98,0.09,637,Yes,0
24,male,High School,102582,0,MORTGAGE,21905,DEBTCONSOLIDATION,7.64,0.21,609,No,0
30,male,Associate,64735,5,RENT,12000,DEBTCONSOLIDATION,7.93,0.19,607,Yes,0
26,female,Master,103286,5,MORTGAGE,10000,EDUCATION,12.1,0.1,663,No,0
26,male,Associate,138837,2,MORTGAGE,24000,HOMEIMPROVEMENT,9.78,0.17,679,Yes,0
22,female,Bachelor,105704,1,MORTGAGE,25000,HOMEIMPROVEMENT,13.08,0.24,634,No,0
26,male,Bachelor,61142,3,RENT,13000,MEDICAL,11.69,0.21,717,Yes,0
26,male,Bachelor,101745,1,MORTGAGE,10166,DEBTCONSOLIDATION,12.28,0.1,707,No,0
26,female,Bachelor,60013,1,RENT,11000,VENTURE,12.11,0.18,675,Yes,0
25,female,Master,87411,4,MORTGAGE,16000,EDUCATION,9.21,0.18,634,Yes,0
25,male,High School,60981,0,RENT,15000,VENTURE,11.06,0.25,626,Yes,0
26,female,Bachelor,157128,5,MORTGAGE,20000,PERSONAL,13.34,0.13,652,Yes,0
29,female,Associate,145276,5,MORTGAGE,20000,PERSONAL,11.56,0.14,545,Yes,0
23,male,Associate,73066,3,RENT,15000,EDUCATION,11.08,0.21,586,Yes,0
27,female,Master,121054,6,MORTGAGE,10000,VENTURE,7.5,0.08,485,Yes,0
27,male,High School,293957,5,MORTGAGE,14529,VENTURE,13.1,0.05,654,Yes,0
25,male,High School,61263,3,MORTGAGE,15000,DEBTCONSOLIDATION,16.15,0.24,632,Yes,0
27,male,Bachelor,43053,2,RENT,10000,MEDICAL,8.12,0.23,669,No,0
31,female,Associate,55949,6,RENT,11227,DEBTCONSOLIDATION,14.12,0.2,697,Yes,0
28,male,Associate,78249,7,RENT,12000,PERSONAL,11.38,0.15,624,Yes,0
28,male,High School,42133,4,OWN,16743,PERSONAL,10.13,0.4,662,Yes,0
26,female,Associate,133030,5,MORTGAGE,20000,EDUCATION,8.85,0.15,632,Yes,0
33,female,Associate,90938,12,RENT,15000,HOMEIMPROVEMENT,11.17,0.16,646,No,0
40,male,High School,144908,17,RENT,12000,MEDICAL,5.81,0.08,569,Yes,0
24,male,Bachelor,96998,2,RENT,20000,VENTURE,13.06,0.21,673,No,0
24,male,High School,55782,3,RENT,11000,DEBTCONSOLIDATION,11.04,0.2,632,Yes,0
25,male,Master,136746,6,MORTGAGE,25000,PERSONAL,11.61,0.18,658,No,0
25,female,Associate,114978,1,MORTGAGE,20000,HOMEIMPROVEMENT,11.67,0.17,672,Yes,0
26,male,Associate,205154,5,RENT,12052,VENTURE,12.02,0.06,672,Yes,0
26,male,Bachelor,94578,1,MORTGAGE,18000,EDUCATION,13.44,0.19,460,Yes,0
25,female,Bachelor,80549,4,MORTGAGE,20000,PERSONAL,10.4,0.25,691,No,0
23,male,Associate,81042,0,MORTGAGE,24775,VENTURE,15.44,0.31,624,Yes,0
27,male,Master,132929,7,MORTGAGE,25000,HOMEIMPROVEMENT,12.26,0.19,672,Yes,0
35,male,Master,117276,12,MORTGAGE,25000,VENTURE,16.97,0.21,680,No,0
22,female,Master,31150,1,OWN,11100,EDUCATION,9.63,0.36,646,Yes,0
34,female,Master,180775,10,MORTGAGE,20000,PERSONAL,11.82,0.11,567,Yes,0
23,male,Master,177269,1,MORTGAGE,24884,DEBTCONSOLIDATION,10.34,0.14,583,Yes,0
28,female,Associate,87480,6,MORTGAGE,16000,EDUCATION,10.72,0.18,699,No,0
31,male,Bachelor,138821,5,MORTGAGE,20000,EDUCATION,15.92,0.14,692,No,0
28,male,Bachelor,85071,3,MORTGAGE,12000,HOMEIMPROVEMENT,10.99,0.14,676,No,0
31,female,Bachelor,60910,9,RENT,12000,VENTURE,6.03,0.2,618,No,0
24,male,High School,156665,0,MORTGAGE,15000,VENTURE,14.03,0.1,533,Yes,0
24,female,High School,139080,4,MORTGAGE,24080,EDUCATION,9,0.17,631,No,0
30,male,Associate,110077,7,MORTGAGE,18374,HOMEIMPROVEMENT,12.06,0.17,621,No,0
22,male,Bachelor,82832,0,MORTGAGE,16231,DEBTCONSOLIDATION,11.2,0.2,613,Yes,0
24,female,Associate,81320,1,RENT,12000,EDUCATION,12.41,0.15,596,Yes,0
32,female,High School,63176,11,MORTGAGE,20000,MEDICAL,10.99,0.32,669,No,0
24,male,High School,70729,2,RENT,15000,MEDICAL,10.41,0.21,651,Yes,0
26,male,Associate,48787,0,MORTGAGE,14765,HOMEIMPROVEMENT,12.62,0.3,604,Yes,0
24,male,Master,90640,3,MORTGAGE,12000,HOMEIMPROVEMENT,14.14,0.13,569,Yes,0
32,female,Associate,46688,9,RENT,10000,MEDICAL,8.77,0.21,600,Yes,0
32,male,High School,224619,9,MORTGAGE,10000,MEDICAL,15.27,0.04,555,Yes,0
21,male,Associate,93233,0,MORTGAGE,24213,EDUCATION,11.56,0.26,592,Yes,0
24,male,Bachelor,47063,2,OWN,12000,VENTURE,10.38,0.25,526,Yes,0
25,male,Master,101643,2,MORTGAGE,20000,PERSONAL,13.76,0.2,662,No,0
29,male,Associate,103343,7,MORTGAGE,18000,EDUCATION,12.65,0.17,565,Yes,0
22,male,High School,139056,0,MORTGAGE,20000,DEBTCONSOLIDATION,10.68,0.14,618,Yes,0
24,male,Master,45615,1,RENT,10000,EDUCATION,8.41,0.22,649,Yes,0
31,female,Master,72748,9,MORTGAGE,18341,EDUCATION,15.66,0.25,728,No,0
23,male,High School,103154,0,RENT,10000,PERSONAL,6.17,0.1,641,Yes,0
42,female,High School,85035,20,RENT,12000,HOMEIMPROVEMENT,11.03,0.14,678,No,0
23,male,Bachelor,35494,0,MORTGAGE,10231,VENTURE,14.47,0.29,588,No,0
23,male,Master,75164,0,MORTGAGE,13000,HOMEIMPROVEMENT,12.25,0.17,695,Yes,0
24,male,High School,108590,3,RENT,12000,DEBTCONSOLIDATION,7.93,0.11,563,Yes,0
30,male,Master,97550,10,RENT,10000,VENTURE,7.99,0.1,515,Yes,0
28,male,High School,108832,6,MORTGAGE,12000,EDUCATION,8.15,0.11,548,No,0
